ID,Age,Sex,Experience,Income,ZIP Code,Family,CCAvg,Education,Mortgage,Securities Account,CD Account,Online,CreditCard,Personal Loan
2386,43,B,17,125,94720,4,3.5,2,0,0,0,0,0,1
2387,31,A,5,72,94542,3,1.6,1,0,0,0,1,0,0
2388,28,B,2,51,94720,4,1.8,3,0,0,0,0,1,0
2389,64,A,39,23,91768,3,0.5,1,0,1,0,0,0,0
2390,27,A,1,41,90033,1,1.9,3,0,0,0,0,1,0
2391,33,A,9,41,95814,3,2,1,108,0,0,1,0,0
2392,39,B,12,138,92697,1,4.67,2,0,0,0,1,0,1
2393,44,B,20,138,94143,2,3.3,1,0,0,0,0,1,0
2394,53,B,28,14,94005,4,0.8,1,0,0,0,1,1,0
2395,42,B,18,145,94065,2,8,1,505,0,0,0,0,0
2396,44,A,17,25,95064,3,1,2,0,0,0,0,1,0
2397,34,B,10,43,95014,1,1.7,1,142,0,0,0,1,0
2398,47,A,22,93,90266,1,0.2,2,309,0,0,1,0,0
2399,53,B,29,90,95053,2,0.3,1,217,1,0,0,1,0
2400,62,A,36,41,90245,2,1,3,154,1,0,1,0,0
2401,61,B,36,169,91380,2,6.1,3,106,0,1,1,1,1
2402,42,A,17,63,95814,2,2.2,3,0,0,0,1,0,0
2403,48,B,21,23,94720,3,0.67,2,95,0,0,0,0,0
2404,38,A,13,140,90210,4,0.5,1,0,0,0,0,0,1
2405,41,B,15,75,95010,1,1.5,3,0,0,0,1,0,0
2406,57,B,32,13,94588,4,0.9,2,78,1,0,1,0,0
2407,31,B,7,10,92354,1,0.5,3,81,0,0,1,0,0
2408,39,A,15,100,94720,1,0.8,2,0,0,0,1,0,0
2409,48,B,22,85,94105,3,1.1,1,203,0,0,1,0,0
2410,55,B,31,73,95207,3,2.67,1,219,0,0,1,0,0
2411,29,B,4,130,92630,2,6.7,1,0,0,0,0,1,0
2412,47,A,22,65,91330,3,2.7,2,0,0,0,1,0,0
2413,61,B,36,59,93118,4,1.7,1,148,0,0,0,0,0
2414,60,B,34,31,91007,2,1,3,0,0,0,0,0,0
2415,34,A,10,134,91775,1,4,1,0,0,0,0,0,0
2416,45,A,21,11,94143,4,0.2,1,106,0,0,1,1,0
2417,60,A,35,32,93611,1,0.3,3,80,0,0,1,0,0
2418,25,B,0,53,90095,2,1.6,3,0,0,0,1,1,0
2419,41,B,17,28,95616,1,0.7,1,0,0,0,0,1,0
2420,63,B,37,44,94550,2,1,3,0,0,0,1,0,0
2421,63,B,39,40,91304,1,0.8,1,118,0,0,0,1,0
2422,43,B,19,40,94949,3,0.6,2,0,0,0,1,0,0
2423,58,A,32,163,95014,2,0.5,1,400,0,0,0,0,0
2424,50,B,25,82,91335,1,1.3,3,0,0,0,1,0,0
2425,38,A,12,89,94583,4,1.4,2,0,0,0,0,0,0
2426,54,B,30,78,92507,4,1.6,2,0,0,0,1,1,0
2427,61,B,36,55,94132,3,0.9,3,197,0,0,0,0,0
2428,29,B,5,34,92675,4,0.4,2,0,0,0,1,0,0
2429,39,A,12,108,92717,4,3.67,2,301,0,0,0,1,1
2430,33,A,7,58,95616,4,2.2,2,0,0,0,1,1,0
2431,23,A,-1,73,92120,4,2.6,1,0,0,0,1,0,0
2432,56,A,31,54,91380,4,2.1,1,0,0,0,1,0,0
2433,54,B,30,45,92182,4,0.9,2,0,0,0,0,1,0
2434,37,A,11,123,94720,1,2.3,2,0,1,1,1,0,1
2435,38,A,12,93,95616,1,5.2,1,267,0,0,1,0,0
2436,34,B,9,102,92115,4,2.2,2,0,0,0,1,0,0
2437,53,A,29,39,92626,3,1.5,1,0,0,0,1,0,0
2438,65,B,40,114,94608,4,3.4,2,0,0,0,0,1,0
2439,62,B,37,29,91030,1,0.3,3,0,0,0,0,1,0
2440,51,A,25,30,91116,3,0.6,2,144,0,0,0,1,0
2441,31,B,5,22,91401,1,0.6,3,0,0,0,0,0,0
2442,64,B,38,38,94305,2,0.3,1,186,0,0,1,1,0
2443,39,B,15,41,90028,2,1.7,1,0,0,0,0,0,0
2444,28,B,3,161,92646,4,1.7,3,422,0,1,1,1,1
2445,60,A,35,38,94701,3,0.5,2,0,0,0,1,1,0
2446,47,B,23,25,93106,1,0.9,3,0,0,0,1,0,0
2447,25,B,1,70,93010,4,2.6,1,218,0,0,1,0,0
2448,44,A,19,201,95819,2,8.8,1,0,0,0,1,1,0
2449,51,B,26,42,92103,2,0.6,3,0,0,0,1,1,0
2450,31,B,7,64,94720,1,1.2,1,0,0,0,1,0,0
2451,32,A,7,28,90034,4,1.1,3,0,0,0,0,0,0
2452,51,A,25,119,93940,1,4.9,1,208,0,0,1,1,0
2453,25,A,1,28,94596,1,1,3,0,0,0,1,0,0
2454,43,B,19,60,94104,3,2.1,3,0,0,0,1,0,0
2455,54,A,29,23,93955,1,1.5,2,0,0,0,0,0,0
2456,34,B,8,164,94720,4,7.4,3,0,0,0,1,0,1
2457,54,A,30,39,95211,2,0.8,1,0,0,0,0,1,0
2458,42,A,17,19,92115,2,0,3,85,0,0,1,1,0
2459,46,A,20,72,93108,2,0.8,3,0,0,0,1,1,0
2460,62,B,37,41,95060,3,0.9,3,0,0,0,1,1,0
2461,31,B,5,32,92123,2,0.3,2,130,0,0,1,0,0
2462,30,B,5,69,94302,1,0.8,2,0,0,0,1,0,0
2463,52,B,28,23,95828,3,0.4,1,0,0,0,1,0,0
2464,35,B,9,44,92009,4,0.2,1,0,0,0,1,0,0
2465,60,A,36,32,92407,3,0.4,2,165,0,0,1,0,0
2466,58,B,34,25,90059,2,0.3,1,123,0,0,1,0,0
2467,24,B,-2,80,94105,2,1.6,3,0,0,0,1,0,0
2468,40,A,16,83,92350,1,0.8,2,230,1,0,1,0,0
2469,49,A,23,133,94304,1,7.3,1,0,0,0,1,1,0
2470,43,B,18,89,92780,1,0.1,2,307,0,0,0,1,0
2471,33,B,7,81,92122,2,4.5,3,187,0,1,1,1,0
2472,36,A,11,44,91040,2,1.1,2,85,0,0,1,0,0
2473,62,B,36,119,94720,2,2,1,0,0,0,0,0,0
2474,57,A,32,39,92182,4,0.9,1,147,0,0,0,0,0
2475,64,B,38,40,92122,2,1,3,0,0,0,0,0,0
2476,52,A,26,79,95817,3,0.8,1,183,0,0,0,0,0
2477,54,B,28,30,95616,4,0.7,2,0,0,0,1,0,0
2478,40,A,14,179,90025,1,2.6,3,0,0,0,1,0,1
2479,30,A,5,178,94063,2,6.7,1,0,0,0,0,0,0
2480,55,B,30,82,94720,4,3.8,2,0,0,0,1,0,0
2481,39,B,13,50,91768,2,2.4,2,0,0,0,0,0,0
2482,55,A,30,64,94306,2,1.9,2,0,0,0,0,0,0
2483,28,A,4,129,92115,1,1.5,1,0,0,0,0,1,0
2484,44,B,18,68,93943,4,2.9,1,0,1,0,0,0,0
2485,46,A,21,30,92697,1,1.4,3,112,1,0,0,0,0
2486,61,B,36,48,94025,3,1.5,1,0,0,0,0,1,0
2487,61,A,36,130,92717,1,1.3,1,257,0,0,0,0,0
2488,45,A,20,40,92886,1,0.5,3,0,1,0,1,0,0
2489,38,B,14,105,94708,2,1.9,1,0,0,0,1,0,0
2490,29,B,3,41,92626,4,0.2,1,0,0,0,1,0,0
2491,52,B,28,168,90404,3,6.5,3,118,0,0,1,0,1
2492,38,A,14,80,92868,2,2.7,1,0,0,0,1,0,0
2493,28,B,3,134,96091,2,3.1,1,0,0,0,1,0,0
2494,34,B,9,49,94025,1,2.5,3,0,0,0,0,0,0
2495,35,B,9,63,92697,2,1.8,1,0,0,0,1,0,0
2496,46,B,22,70,94701,4,1.9,1,212,0,0,0,1,0
2497,63,B,37,32,93117,3,0.7,2,141,0,0,0,0,0
2498,33,B,9,14,95133,3,0.9,3,114,0,0,0,0,0
2499,38,B,14,111,92028,2,6.1,1,326,0,0,0,0,0
2500,53,A,27,38,94105,4,2.8,2,144,1,0,1,0,0
2501,28,A,2,121,92096,2,2,1,341,0,0,1,0,0
2502,44,A,18,90,95616,4,2.6,3,0,0,0,1,0,0
2503,58,B,31,178,92009,2,6,2,0,0,0,1,0,1
2504,38,B,14,20,94024,4,0.4,2,79,0,0,1,1,0
2505,48,B,24,61,91380,2,1.7,1,229,0,0,0,1,0
2506,33,A,7,43,96064,4,0.8,1,0,0,0,0,0,0
2507,66,B,42,39,94590,1,1.9,2,0,0,0,1,1,0
2508,59,B,34,60,90048,4,2.1,1,234,0,0,1,1,0
2509,40,A,15,63,93407,3,3,1,0,1,0,1,0,0
2510,36,A,11,8,93401,4,0.2,3,81,0,0,0,1,0
2511,62,B,38,52,95616,4,1.3,2,0,0,0,1,1,0
2512,51,B,27,92,92121,4,3,1,0,0,1,1,1,1
2513,58,A,32,111,90212,2,1.4,1,298,0,0,1,0,0
2514,52,A,26,71,92037,1,1.4,3,0,0,0,0,0,0
2515,41,A,16,25,92182,2,0.1,2,91,1,0,0,0,0
2516,31,A,5,34,94558,1,1.9,3,156,0,0,1,0,0
2517,28,A,3,74,94720,3,2.6,3,0,0,0,0,0,0
2518,57,B,31,120,95616,2,2,1,0,0,0,0,1,0
2519,61,B,37,50,95125,4,1.3,2,0,0,0,0,1,0
2520,60,B,36,10,92121,2,1,1,0,0,0,1,1,0
2521,56,A,29,45,90095,4,2.5,2,113,0,0,1,0,0
2522,49,B,23,29,94551,4,1.8,1,0,0,0,1,1,0
2523,63,A,37,145,94025,2,6.9,1,0,0,0,1,0,0
2524,49,B,23,100,95403,2,6.3,1,0,0,0,0,0,0
2525,49,B,25,24,95678,3,0.4,1,0,0,0,1,0,0
2526,32,B,8,60,95816,1,1.2,1,0,0,0,1,1,0
2527,26,A,1,50,95616,4,0.6,2,0,0,0,0,0,0
2528,27,B,1,43,95120,3,1.1,2,0,0,0,0,0,0
2529,57,B,31,79,91335,3,4.4,1,0,0,0,0,1,0
2530,29,A,5,44,95819,3,0.1,2,0,0,0,1,1,0
2531,56,B,30,31,90024,4,1.5,3,0,0,0,1,0,0
2532,59,A,35,14,94305,2,1,1,107,0,0,1,0,0
2533,53,B,28,19,94608,4,0.8,1,106,0,0,0,1,0
2534,54,B,29,111,93023,1,1.1,2,0,0,0,1,0,1
2535,56,B,30,90,94402,1,1.9,2,0,0,0,1,0,0
2536,50,B,25,21,90274,2,0.7,3,129,0,0,0,0,0
2537,51,B,25,104,94949,1,4.2,2,0,0,0,1,0,1
2538,53,A,27,75,94303,1,1.9,2,0,0,0,1,0,0
2539,37,B,12,175,92037,2,7.8,1,297,0,0,1,1,0
2540,32,B,7,98,95929,1,4.2,1,171,1,1,0,0,1
2541,49,A,23,41,95521,4,0.1,1,153,0,0,1,0,0
2542,34,A,8,171,90212,2,2.2,2,569,0,0,1,0,1
2543,54,A,30,79,92630,4,1.6,2,0,0,0,1,0,0
2544,64,B,39,24,94117,4,0.6,2,0,0,0,0,0,0
2545,58,A,34,90,95039,1,3.6,2,0,0,0,0,0,1
2546,25,B,-1,39,94720,3,2.4,2,0,0,0,1,0,0
2547,50,A,25,9,91911,2,0,1,0,1,0,0,0,0
2548,38,A,13,15,90245,2,0.1,2,90,0,0,1,0,0
2549,48,B,24,80,91343,1,2.7,1,0,0,0,1,0,0
2550,41,B,15,63,95060,1,0.7,3,79,0,0,0,1,0
2551,32,A,8,20,93106,1,0.5,3,102,0,0,1,0,0
2552,46,A,22,43,92120,2,2.1,3,0,1,1,1,1,0
2553,39,A,15,65,95822,1,1.5,3,0,0,0,0,0,0
2554,39,B,15,91,93907,2,1.7,2,151,0,0,0,0,0
2555,63,A,39,53,93940,1,0.8,1,0,0,0,0,0,0
2556,58,A,32,110,94143,3,1.7,2,0,0,0,0,0,0
2557,28,B,4,82,92831,3,1.5,1,103,0,0,1,0,0
2558,36,B,11,23,94553,4,0.2,3,0,0,0,1,0,0
2559,43,A,19,172,95136,2,6.67,1,0,0,0,1,0,0
2560,36,A,12,88,90212,2,2.7,1,0,0,0,1,0,0
2561,44,A,18,71,93943,2,0.8,3,0,0,0,1,0,0
2562,31,B,5,180,94720,1,2.9,3,144,1,0,0,0,1
2563,45,A,21,39,92521,2,2.1,3,184,0,0,0,1,0
2564,39,B,13,94,90401,1,1.5,3,0,0,0,0,1,0
2565,43,B,16,25,94126,3,1,2,0,0,0,1,0,0
2566,40,A,15,10,94708,2,0,3,102,0,0,1,0,0
2567,30,A,5,42,94305,1,1,1,184,0,0,0,0,0
2568,58,A,33,142,92333,2,3.9,1,0,0,0,0,1,0
2569,46,A,21,34,92373,2,1.3,1,0,0,0,1,0,0
2570,35,A,10,139,90024,1,4.6,1,0,0,0,0,0,0
2571,30,A,4,154,95621,2,4.5,1,207,0,0,1,0,0
2572,34,A,8,40,91768,2,2,3,89,0,0,0,0,0
2573,62,B,32,33,93907,1,1.5,3,140,0,0,1,1,0
2574,58,A,34,80,90095,2,1.6,1,0,0,0,1,1,0
2575,45,A,18,10,92037,3,0.67,2,100,0,0,1,0,0
2576,42,A,16,41,90401,3,0.5,3,0,0,0,1,0,0
2577,60,B,36,30,93711,4,1.3,1,118,0,0,1,1,0
2578,55,B,29,78,95521,1,0.8,3,190,0,0,1,0,0
2579,45,A,21,164,90638,1,5,1,0,0,0,0,1,0
2580,52,B,27,23,92780,1,0.4,3,0,0,0,0,0,0
2581,31,B,7,149,92624,1,6,1,0,0,0,0,0,0
2582,60,B,34,25,94132,4,0.7,3,0,0,0,1,0,0
2583,33,A,9,42,95010,1,2.1,3,0,0,0,1,0,0
2584,37,B,11,71,91302,1,2.5,1,185,0,0,1,1,0
2585,59,B,34,114,94606,3,4.2,2,0,0,0,1,0,1
2586,51,A,26,70,91320,1,2.8,2,0,0,0,1,1,0
2587,47,A,23,149,92675,4,6.1,1,0,0,0,0,1,1
2588,60,A,33,55,94998,4,2.5,2,0,0,0,1,0,0
2589,61,A,36,29,93065,1,1.3,1,0,0,0,0,0,0
2590,64,B,40,123,90840,1,3.8,1,0,0,0,1,1,0
2591,46,A,20,152,95814,1,7.4,3,374,0,1,1,1,1
2592,31,A,7,8,95131,4,0.7,2,0,0,0,0,0,0
2593,57,B,32,69,94710,4,0.7,1,245,0,0,0,0,0
2594,48,A,23,161,96003,4,7.9,3,310,0,0,0,0,1
2595,48,A,23,79,94024,1,0.2,2,0,0,0,0,0,0
2596,35,B,10,105,92780,1,4.6,1,0,0,0,0,0,0
2597,33,B,8,39,95032,3,2.3,1,0,0,0,0,0,0
2598,47,A,23,163,92653,1,5,1,0,0,0,0,0,0
2599,46,A,20,9,94005,1,0.2,1,0,0,0,1,0,0
2600,44,B,20,71,91006,4,2,3,0,0,0,0,1,0
2601,42,B,18,51,92868,3,2.1,3,0,0,0,0,0,0
2602,50,B,24,32,90277,1,1.4,3,167,0,0,0,0,0
2603,52,A,26,161,93108,4,4.3,1,0,0,1,1,1,1
2604,53,A,27,60,90049,1,0.2,1,0,0,0,1,0,0
2605,37,A,10,35,92521,4,1,2,0,0,0,0,0,0
2606,64,A,40,41,94305,4,1.2,2,0,0,0,1,0,0
2607,46,B,22,73,92648,2,1.7,1,216,0,0,1,0,0
2608,57,A,33,49,94305,4,1.5,1,214,1,1,1,1,0
2609,61,B,35,79,94024,2,2,1,194,0,0,1,1,0
2610,42,B,18,120,93407,2,7.5,1,0,1,0,0,0,0
2611,40,B,16,60,94501,2,3.2,1,0,0,0,0,0,0
2612,33,B,8,78,95051,3,0.6,2,0,0,0,1,0,0
2613,50,A,26,40,95138,4,1.1,2,131,0,0,0,0,0
2614,52,B,26,110,94501,2,5.4,3,204,1,1,1,0,1
2615,35,A,11,160,92093,4,5.7,3,0,1,0,0,0,1
2616,57,A,32,68,94542,4,0.7,1,191,0,0,1,1,0
2617,56,B,31,49,92182,2,1.6,3,103,0,0,1,0,0
2618,44,B,20,65,92037,2,2.5,1,0,0,0,1,0,0
2619,23,B,-3,55,92704,3,2.4,2,145,0,0,1,0,0
2620,33,A,8,62,92093,3,2.3,1,98,0,0,0,1,0
2621,48,B,22,152,95616,1,0,1,0,0,0,0,0,0
2622,45,A,18,42,95126,3,2.5,2,0,0,0,0,0,0
2623,54,A,28,39,90245,4,0.7,2,0,0,0,1,0,0
2624,42,B,17,111,94304,3,3,1,0,1,1,0,1,1
2625,47,B,21,82,94109,3,2.1,1,0,0,0,0,0,0
2626,61,B,36,108,93943,4,3.4,2,0,0,0,1,0,0
2627,53,A,27,59,92038,2,0.8,3,0,0,0,1,0,0
2628,56,B,30,61,93106,3,2.5,1,193,0,0,1,0,0
2629,33,B,6,78,95819,4,2,2,0,1,0,1,0,0
2630,44,B,18,18,93943,2,0.1,3,0,0,0,1,0,0
2631,63,B,37,113,94611,4,1.7,3,0,0,0,1,1,0
2632,47,A,20,62,92521,1,2.67,2,0,0,0,1,0,0
2633,50,A,24,81,94720,1,4.9,1,248,0,0,1,0,0
2634,49,B,25,13,95054,3,0.4,1,106,0,0,1,0,0
2635,34,B,9,75,94303,1,2.8,1,194,0,0,0,0,0
2636,40,B,14,33,95616,2,0.8,3,89,0,0,1,0,0
2637,38,A,13,179,93943,1,4.1,1,0,0,0,1,0,0
2638,51,B,26,69,94005,3,2,2,0,0,0,1,0,0
2639,28,B,4,45,94025,1,1,3,0,0,0,1,0,0
2640,52,A,26,59,95762,3,3,2,0,0,0,1,0,0
2641,39,B,13,81,94309,2,2.8,1,0,0,0,1,0,0
2642,29,A,5,133,90095,1,5.4,1,212,0,0,1,0,0
2643,54,B,29,81,92096,2,0,3,0,0,0,1,0,0
2644,63,B,38,14,92630,4,0.4,2,86,0,0,1,1,0
2645,40,B,14,28,94061,2,0.8,3,0,0,0,0,0,0
2646,36,B,12,93,95125,2,2.2,1,0,0,0,1,0,0
2647,45,B,20,191,92007,3,2.6,3,123,0,0,0,0,1
2648,61,A,37,155,91605,1,2.9,1,0,0,0,1,0,0
2649,26,A,0,155,93105,2,7.2,1,0,0,0,0,0,0
2650,33,B,8,68,92407,4,1.3,1,0,0,0,1,0,0
2651,64,A,40,52,95060,2,1.1,1,226,0,0,0,0,0
2652,43,A,17,51,94025,1,0.7,3,0,0,0,0,0,0
2653,24,A,0,44,90089,4,1.6,1,180,0,0,1,0,0
2654,30,A,5,121,94555,2,3.1,1,408,0,0,1,0,0
2655,60,A,36,49,94965,4,2.2,1,204,1,0,1,0,0
2656,50,A,26,42,91784,2,1,3,78,1,0,1,0,0
2657,40,B,15,144,91040,1,4.1,1,0,0,0,0,0,0
2658,31,B,6,72,94583,1,2.6,2,0,0,0,1,0,0
2659,30,A,4,44,94304,1,1.5,1,109,0,0,0,0,0
2660,60,A,35,43,91763,3,0.9,3,175,0,0,0,0,0
2661,39,B,14,74,93063,1,0.1,2,144,1,0,1,0,0
2662,66,A,41,145,90009,1,2.5,1,0,0,0,1,0,0
2663,65,B,41,158,92346,2,2.1,1,0,0,0,0,0,0
2664,54,B,28,78,91311,4,4.9,1,0,0,0,0,0,0
2665,54,B,29,154,95014,1,2.4,2,352,0,0,1,0,1
2666,35,B,9,105,90064,2,4.5,3,0,0,0,0,0,0
2667,32,A,7,100,92126,3,0.6,2,0,0,0,1,0,0
2668,63,A,39,58,94112,1,0,2,0,0,0,1,0,0
2669,60,A,35,113,94507,1,0.9,1,406,0,0,1,0,0
2670,43,B,18,10,91902,2,0.1,2,0,1,0,0,1,0
2671,59,A,33,142,94080,2,2.7,1,0,0,0,0,0,0
2672,62,A,37,128,92093,1,2.5,1,0,0,0,0,0,0
2673,30,B,5,131,92068,3,0.5,3,0,0,0,0,0,1
2674,54,B,30,88,92647,4,1,2,122,0,0,1,0,0
2675,30,B,6,101,90245,2,0.6,1,0,0,0,1,0,0
2676,31,A,1,70,92115,2,1.75,3,0,0,1,1,1,0
2677,44,A,20,122,91765,1,0.3,1,0,1,0,1,0,0
2678,32,B,8,70,91423,3,1.5,1,0,0,0,1,0,0
2679,63,B,38,148,93023,2,4.3,3,0,0,0,1,0,1
2680,57,A,32,43,92704,2,2.1,3,166,0,0,1,0,0
2681,60,A,30,31,95060,1,1.5,3,0,0,0,1,0,0
2682,37,A,11,35,94609,2,0.8,3,0,0,0,0,0,0
2683,53,A,27,81,90032,4,2.6,3,0,0,0,1,0,0
2684,51,A,25,19,95812,1,1.4,3,98,0,0,0,0,0
2685,30,A,5,98,92028,4,1.8,3,129,1,1,1,1,0
2686,28,B,2,101,90280,4,2.1,3,0,0,0,1,0,0
2687,50,B,24,81,95053,2,0.4,3,0,0,0,0,0,0
2688,52,B,27,135,93561,1,0.6,1,452,0,0,1,0,0
2689,56,B,30,34,94542,2,0.7,2,0,0,0,1,0,0
2690,40,B,16,104,91730,1,3.4,1,249,0,0,0,0,0
2691,64,B,38,29,90245,3,0.7,2,0,0,0,1,0,0
2692,61,B,36,119,95064,2,5.4,2,0,0,0,1,0,1
2693,46,B,20,82,90230,2,1.7,2,0,0,0,1,1,0
2694,55,B,29,62,90089,1,0.2,1,0,0,0,1,0,0
2695,45,B,19,85,94720,3,2.1,1,0,0,0,1,1,0
2696,40,B,15,8,94960,2,0.1,2,0,0,0,0,0,0
2697,63,A,37,78,91711,4,1.7,3,0,0,0,1,0,0
2698,57,A,32,44,93407,3,0.5,2,0,0,0,1,0,0
2699,38,A,14,122,95819,2,8,1,0,0,0,1,1,0
2700,37,A,11,22,90035,3,0.1,2,114,0,0,0,0,0
2701,31,B,5,39,94590,4,2.2,2,0,0,0,1,1,0
2702,50,A,26,55,94305,1,1.6,2,0,0,0,1,0,0
2703,42,A,18,144,94063,2,6.1,1,158,0,0,0,0,0
2704,51,B,27,71,92521,1,2.6,2,0,0,0,0,1,0
2705,38,A,13,191,91710,2,3,1,0,0,0,1,0,0
2706,53,B,26,22,92831,1,0.5,2,100,0,0,1,0,0
2707,43,B,17,158,90740,1,2.4,1,0,0,0,1,0,0
2708,35,B,9,131,90089,3,0.3,3,0,0,1,1,1,1
2709,49,A,24,75,95670,1,2.8,2,160,0,0,0,1,0
2710,28,A,4,69,94305,3,0.7,2,170,0,0,0,0,0
2711,51,A,27,39,94304,2,0.8,1,0,0,0,0,0,0
2712,39,A,14,34,94939,4,1.7,1,0,0,0,1,1,0
2713,31,A,7,32,91320,1,1.7,1,0,0,0,1,0,0
2714,44,B,18,129,92028,1,5.7,1,0,0,0,1,0,0
2715,46,A,20,158,92870,3,5.4,1,432,0,0,0,1,1
2716,42,A,18,54,90089,1,1.8,1,0,0,0,1,0,0
2717,41,B,17,34,92182,1,2,2,0,0,0,0,0,0
2718,23,A,-2,45,95422,4,0.6,2,0,0,0,1,1,0
2719,59,A,33,68,95064,2,2.3,3,0,1,0,0,0,0
2720,47,B,21,53,95929,1,1.5,2,0,0,0,1,0,0
2721,48,B,23,32,93302,1,0.1,1,0,0,0,0,1,0
2722,58,A,33,173,92121,2,7.2,3,0,0,0,1,0,1
2723,58,A,34,31,92126,4,0.4,1,0,0,0,0,0,0
2724,54,A,29,72,94558,2,3.7,1,144,0,0,1,0,0
2725,49,A,24,30,90212,4,0.4,2,157,0,1,1,1,0
2726,63,B,38,138,92675,1,2.5,1,0,0,0,1,0,0
2727,62,B,37,18,92028,1,1.5,2,127,0,0,0,0,0
2728,45,B,19,69,90840,1,2.8,1,220,0,0,1,1,0
2729,39,A,13,58,94555,3,2.1,1,247,0,0,1,0,0
2730,58,A,34,63,90007,4,1.5,1,0,0,0,1,0,0
2731,56,A,30,43,90401,2,0.3,1,0,1,0,0,0,0
2732,29,B,5,28,96651,1,0.2,3,0,0,0,1,0,0
2733,33,A,9,38,93106,1,2.1,3,133,0,0,0,0,0
2734,55,B,29,72,93107,3,0.3,2,147,0,0,0,0,0
2735,56,B,31,64,94126,4,0.9,1,0,0,0,1,0,0
2736,36,B,12,70,92131,3,2.6,2,165,0,0,1,0,0
2737,53,A,29,12,95621,1,0.3,1,0,0,0,0,0,0
2738,57,A,31,159,94577,2,0.5,1,0,0,0,0,0,0
2739,35,B,9,103,95120,2,4.5,3,0,0,0,1,0,0
2740,43,A,18,42,91330,1,0.3,3,0,0,0,1,0,0
2741,54,B,29,48,92182,2,2.1,3,142,0,0,1,0,0
2742,29,B,3,49,90266,1,1.5,1,0,0,0,0,0,0
2743,39,A,14,89,95762,2,0.4,1,0,0,0,1,0,0
2744,32,A,8,22,94583,4,0.7,2,0,0,0,1,1,0
2745,51,A,27,10,92121,2,0.2,1,86,0,0,0,0,0
2746,50,A,25,38,95616,1,1.3,2,120,0,0,0,1,0
2747,54,A,29,49,92703,2,2.1,3,95,0,0,1,1,0
2748,38,B,12,30,91765,2,1.4,3,0,0,0,0,1,0
2749,32,B,7,82,94305,1,2.6,2,240,0,1,1,1,0
2750,62,A,37,82,94086,1,0.8,3,312,0,0,1,0,0
2751,57,B,33,24,94501,1,0.1,2,0,0,0,0,0,0
2752,47,A,23,32,92251,4,0.6,1,156,0,0,1,1,0
2753,51,A,25,34,95819,3,0.9,3,111,0,0,1,0,0
2754,54,B,27,195,93117,2,4.75,2,477,0,0,0,0,1
2755,26,A,1,61,93943,4,2.2,1,119,0,0,0,0,0
2756,37,B,11,22,93711,3,0.1,2,0,0,0,1,1,0
2757,27,B,0,40,91301,4,1,3,0,0,0,1,0,0
2758,63,B,38,50,93943,2,2.8,1,205,0,0,0,0,0
2759,62,B,36,35,94501,2,0.7,3,0,1,0,0,1,0
2760,59,A,33,64,95617,3,0.3,2,0,0,0,0,0,0
2761,32,A,7,49,94080,3,2.3,1,0,0,0,1,0,0
2762,35,A,8,44,95045,4,1,2,192,0,0,0,1,0
2763,56,B,31,65,93403,2,3.7,1,0,0,0,1,0,0
2764,55,A,31,13,93943,4,0.7,1,0,0,0,1,0,0
2765,31,A,5,84,91320,1,2.9,3,105,0,0,0,1,0
2766,54,A,29,28,92093,4,0.2,2,101,0,0,1,0,0
2767,58,A,32,108,95123,3,4.4,1,0,0,0,1,0,0
2768,48,A,24,59,90401,1,0,1,144,0,0,1,0,0
2769,48,A,22,163,95819,1,2.4,1,396,0,0,1,0,0
2770,33,A,9,183,91320,2,8.8,3,582,0,0,1,0,1
2771,36,B,6,69,90024,4,4,3,0,0,0,1,0,0
2772,41,A,16,115,92333,1,7,1,0,0,0,0,0,0
2773,55,B,31,130,92646,4,6.5,1,0,0,0,0,1,1
2774,63,A,37,185,94309,2,7.9,2,358,0,0,1,0,1
2775,53,A,29,118,94066,2,0.3,1,0,0,0,1,0,0
2776,38,A,13,163,95039,1,4.1,1,0,0,0,0,0,0
2777,46,A,20,140,93106,2,6.3,1,380,0,0,1,1,0
2778,59,B,33,91,94122,2,0.7,2,0,0,0,1,1,0
2779,56,B,31,61,92646,4,1.3,3,0,0,0,1,1,0
2780,59,B,35,168,95521,4,4.1,2,0,0,0,1,0,1
2781,39,A,13,69,90630,3,0.9,2,0,0,0,0,0,0
2782,47,B,21,22,92037,1,0.2,1,104,0,0,0,0,0
2783,47,B,22,53,92691,1,0.3,1,213,0,0,0,0,0
2784,53,A,26,25,92123,2,1,2,0,0,1,1,1,0
2785,36,B,9,115,91765,4,2.2,2,0,0,0,0,0,1
2786,34,A,9,31,92521,4,1.1,3,85,1,1,1,1,0
2787,36,A,10,83,94705,1,2.8,3,0,0,0,0,1,0
2788,60,B,34,152,92807,2,6.9,1,0,0,0,0,0,0
2789,45,A,20,30,96003,1,0.1,1,0,0,0,1,0,0
2790,27,A,3,34,90065,1,0.2,3,0,0,0,1,1,0
2791,47,A,22,44,95821,1,1.4,3,0,0,0,1,1,0
2792,44,A,20,182,94710,2,7.6,1,0,0,0,0,0,0
2793,54,A,30,44,95616,3,1.5,1,117,0,0,1,0,0
2794,57,A,33,122,94301,2,6,1,153,1,1,1,1,0
2795,52,B,26,35,94550,4,1.8,1,0,0,0,1,0,0
2796,51,B,25,91,92407,1,0.8,3,0,0,0,0,0,0
2797,57,B,32,30,94024,2,2,2,0,0,0,0,0,0
